1712551284682343937 ('EPT', 'ASK') 5 4546
1712551284682343939 ('DLO', 'ASK') 5 4834
1712551284682343940 ('MKU', 'BID') 5 4438
1712551284682343943 ('IGM', 'ASK') 5 5446
1712551284682343945 ('BRV', 'ASK') 5 5186
1712551284682343947 ('EPT', 'ASK') 10 4546
1712551284682343949 ('EPT', 'ASK') 10 4546
1712551284682343953 ('DLO', 'ASK') 10 4834
1712551284682343955 ('DLO', 'ASK') 10 4834
1712551284682343957 ('DLO', 'ASK') 5 4834
1712551284682343957 ('DLO', 'ASK') 5 4833
1712551284682343958 ('MKU', 'BID') 10 4438
1712551284682343960 ('MKU', 'BID') 10 4438
1712551284682343962 ('MKU', 'BID') 5 4438
1712551284682343962 ('MKU', 'BID') 5 4439
1712551284682343965 ('IGM', 'ASK') 10 5446
1712551284682343967 ('IGM', 'ASK') 10 5444
1712551284682343969 ('IGM', 'ASK') 10 5444
1712551284682343971 ('BRV', 'ASK') 10 5181
1712551284682343973 ('BRV', 'ASK') 10 5181
1712551284682343975 ('BRV', 'ASK') 10 5181
1712551284682343979 ('DLO', 'ASK') 5 4850
1712551284682343980 ('MKU', 'BID') 5 4394
1712551284682343983 ('IGM', 'ASK') 5 5469
1712551284682343999 ('MKU', 'BID') 10 4392
1712551284682343982 ('IGM', 'BID') 5 5447
1712551284682343985 ('BRV', 'ASK') 5 5167
1712551284682343986 ('JAK', 'BID') 30 4637
1712551284682343976 ('EPT', 'BID') 5 4547
1712551284682343978 ('DLO', 'BID') 5 4841
1712551284682344001 ('MKU', 'BID') 10 4378
1712551284682344005 ('IGM', 'BID') 10 5427
1712551284682343984 ('BRV', 'BID') 5 5163
1712551284682343981 ('MKU', 'ASK') 5 4422
1712551284682344017 ('EPT', 'BID') 5 4539
1712551284682344019 ('DLO', 'BID') 5 4834
1712551284682344022 ('MKU', 'ASK') 5 4429
1712551284682344023 ('IGM', 'BID') 5 5411
1712551284682344030 ('MKU', 'ASK') 10 4429
1712551284682344031 ('IGM', 'BID') 10 5411
1712551284682344026 ('BRV', 'ASK') 5 5157
1712551284682344012 ('BRV', 'ASK') 10 5187
1712551284682344014 ('BRV', 'ASK') 10 5207
1712551284682344006 ('IGM', 'ASK') 10 5471
1712551284682344024 ('IGM', 'ASK') 5 5474
1712551284682344008 ('IGM', 'ASK') 10 5491
1712551284682344038 ('MKU', 'ASK') 5 4398
1712551284682344040 ('IGM', 'ASK') 5 5459
1712551284682344042 ('BRV', 'ASK') 5 5312
1712551284682343993 ('DLO', 'BID') 10 4821
1712551284682343977 ('EPT', 'ASK') 5 4551
1712551284682344018 ('EPT', 'ASK') 5 4556
1712551284682343995 ('DLO', 'BID') 10 4801
1712551284682344048 ('DLO', 'BID') 5 4795
1712551284682344050 ('MKU', 'BID') 5 4407
1712551284682344053 ('IGM', 'ASK') 5 5506
1712551284682344055 ('BRV', 'ASK') 5 5293
1712551284682344064 ('IGM', 'ASK') 10 5506
1712551284682344046 ('EPT', 'BID') 5 4535
1712551284682344033 ('EPT', 'BID') 5 4528
1712551284682343987 ('EPT', 'BID') 10 4527
1712551284682343997 ('DLO', 'BID') 10 4781
1712551284682344010 ('IGM', 'ASK') 10 5511
1712551284682344047 ('EPT', 'ASK') 5 4539
1712551284682344051 ('MKU', 'ASK') 5 4431
1712551284682344067 ('DLO', 'BID') 5 4766
1712551284682344072 ('IGM', 'ASK') 5 5554
1712551284682344074 ('BRV', 'ASK') 5 5306
1712551284682344086 ('IGM', 'ASK') 10 5554
1712551284682344066 ('EPT', 'ASK') 5 4545
1712551284682343951 ('EPT', 'ASK') 10 4561
1712551284682343988 ('EPT', 'ASK') 10 4571
1712551284682344069 ('MKU', 'BID') 5 4400
1712551284682344021 ('MKU', 'BID') 5 4391
1712551284682344037 ('MKU', 'BID') 5 4382
1712551284682344090 ('EPT', 'ASK') 5 4566
1712551284682344091 ('DLO', 'BID') 5 4766
1712551284682344093 ('MKU', 'BID') 5 4372
1712551284682344096 ('IGM', 'ASK') 5 5629
1712551284682343990 ('EPT', 'ASK') 10 4591
1712551284682344105 ('JAK', 'BID') 30 4553
1712551284682344106 ('DLO', 'BID') 10 4764
1712551284682344029 ('MKU', 'BID') 10 4371
1712551284682344003 ('MKU', 'BID') 10 4358
1712551284682344108 ('EPT', 'ASK') 5 4630
1712551284682344109 ('DLO', 'BID') 5 4755
1712551284682344111 ('MKU', 'BID') 5 4355
1712551284682344125 ('JAK', 'BID') 30 4539
1712551284682344132 ('DLO', 'BID') 10 4755
1712551284682344135 ('EPT', 'ASK') 5 4608
1712551284682344136 ('DLO', 'BID') 5 4733
1712551284682344138 ('MKU', 'BID') 5 4359
1712551284682344161 ('EPT', 'ASK') 5 4661
1712551284682344162 ('DLO', 'BID') 5 4725
1712551284682344164 ('MKU', 'BID') 5 4334
1712551284682344188 ('EPT', 'ASK') 5 4661
1712551284682344191 ('MKU', 'BID') 5 4277
1712551284682344097 ('BRV', 'BID') 5 5295
1712551284682344073 ('BRV', 'BID') 5 5283
1712551284682344087 ('BRV', 'BID') 10 5263
1712551284682344214 ('MKU', 'BID') 5 4245
1712551284682344218 ('BRV', 'BID') 5 5206
1712551284682344041 ('BRV', 'BID') 5 5179
1712551284682344025 ('BRV', 'BID') 5 5153
1712551284682344054 ('BRV', 'BID') 5 5151
1712551284682344243 ('BRV', 'BID') 5 5149
1712551284682344011 ('BRV', 'BID') 10 5143
1712551284682344013 ('BRV', 'BID') 10 5123
1712551284682344269 ('BRV', 'BID') 5 5138
1712551284682344015 ('BRV', 'BID') 10 5103
1712551284682344292 ('BRV', 'BID') 5 5083
1712551284682344314 ('BRV', 'BID') 5 5135
1712551284682344336 ('BRV', 'BID') 5 5034
1712551284682344360 ('BRV', 'BID') 5 4964
1712551284682344382 ('BRV', 'BID') 5 4899
1712551284682344399 ('BRV', 'BID') 10 4899
1712551284682344408 ('BRV', 'BID') 5 4749
1712551284682344043 ('SCP', 'BID') 30 5041
1712551284682344056 ('SCP', 'BID') 30 5019
1712551284682344056 ('SCP', 'BID') 20 5019
1712551284682344431 ('BRV', 'BID') 5 4697
1712551284682344454 ('BRV', 'BID') 5 4670
1712551284682344470 ('BRV', 'BID') 10 4672
1712551284682344479 ('BRV', 'BID') 5 4701
1712551284682344506 ('BRV', 'BID') 5 4810
1712551284682344210 ('EPT', 'BID') 5 4589
1712551284682344593 ('EPT', 'BID') 5 4573
1712551284682344160 ('EPT', 'BID') 5 4567
1712551284682344187 ('EPT', 'BID') 5 4564
1712551284682344089 ('EPT', 'BID') 5 4553
1712551284682344185 ('EPT', 'BID') 10 4547
1712551284682344065 ('EPT', 'BID') 5 4541
1712551284682344107 ('EPT', 'BID') 5 4533
1712551284682344134 ('EPT', 'BID') 5 4515
