1712558938345207041 ('EPT', 'ASK') 3 4919
1712558938345207042 ('DLO', 'BID') 3 4361
1712558938345207045 ('MKU', 'ASK') 3 4624
1712558938345207047 ('IGM', 'ASK') 3 5102
[REJECTED] 1712558938345207048 ('BRV', 'BID')
[REJECTED] 1712558938345207049 ('BRV', 'ASK')
[REJECTED] 1712558938345207050 ('SCP', 'BID')
[REJECTED] 1712558938345207051 ('SCP', 'ASK')
[REJECTED] 1712558938345207052 ('JAK', 'BID')
[REJECTED] 1712558938345207053 ('JAK', 'ASK')
[REJECTED] 1712558938345207054 ('JAK', 'BID')
1712558938345207056 ('EPT', 'ASK') 10 4919
1712558938345207058 ('EPT', 'ASK') 10 4919
[REJECTED] 1712558938345207060 ('EPT', 'ASK')
1712558938345207061 ('DLO', 'BID') 10 4361
1712558938345207063 ('DLO', 'BID') 10 4361
1712558938345207065 ('DLO', 'BID') 7 4361
1712558938345207065 ('DLO', 'BID') 3 4362
1712558938345207068 ('MKU', 'ASK') 10 4627
1712558938345207070 ('MKU', 'ASK') 10 4630
1712558938345207072 ('MKU', 'ASK') 10 4630
1712558938345207074 ('IGM', 'ASK') 10 5104
1712558938345207076 ('IGM', 'ASK') 10 5104
[REJECTED] 1712558938345207078 ('IGM', 'ASK')
[REJECTED] 1712558938345207079 ('BRV', 'BID')
[REJECTED] 1712558938345207080 ('BRV', 'ASK')
[REJECTED] 1712558938345207081 ('BRV', 'BID')
[REJECTED] 1712558938345207082 ('BRV', 'ASK')
[REJECTED] 1712558938345207083 ('BRV', 'BID')
[REJECTED] 1712558938345207084 ('BRV', 'ASK')
[REJECTED] 1712558938345207085 ('EPT', 'BID')
[REJECTED] 1712558938345207086 ('EPT', 'ASK')
1712558938345207088 ('DLO', 'ASK') 3 4392
1712558938345207090 ('MKU', 'ASK') 3 4720
[REJECTED] 1712558938345207091 ('IGM', 'BID')
[REJECTED] 1712558938345207092 ('IGM', 'ASK')
[REJECTED] 1712558938345207093 ('BRV', 'BID')
[REJECTED] 1712558938345207094 ('BRV', 'ASK')
[REJECTED] 1712558938345207095 ('SCP', 'BID')
[REJECTED] 1712558938345207096 ('SCP', 'ASK')
[REJECTED] 1712558938345207097 ('JAK', 'BID')
[REJECTED] 1712558938345207098 ('JAK', 'ASK')
[REJECTED] 1712558938345207099 ('JAK', 'BID')
[REJECTED] 1712558938345207100 ('JAK', 'BID')
[REJECTED] 1712558938345207101 ('JAK', 'BID')
[REJECTED] 1712558938345207102 ('JAK', 'BID')
[REJECTED] 1712558938345207103 ('JAK', 'BID')
[REJECTED] 1712558938345207104 ('JAK', 'BID')
[REJECTED] 1712558938345207105 ('EPT', 'BID')
[REJECTED] 1712558938345207106 ('EPT', 'ASK')
[REJECTED] 1712558938345207107 ('EPT', 'BID')
[REJECTED] 1712558938345207108 ('EPT', 'ASK')
[REJECTED] 1712558938345207109 ('EPT', 'BID')
[REJECTED] 1712558938345207110 ('EPT', 'ASK')
1712558938345207118 ('MKU', 'ASK') 10 4722
1712558938345207120 ('MKU', 'ASK') 10 4722
1712558938345207122 ('MKU', 'ASK') 10 4724
[REJECTED] 1712558938345207123 ('IGM', 'BID')
[REJECTED] 1712558938345207124 ('IGM', 'ASK')
[REJECTED] 1712558938345207125 ('IGM', 'BID')
[REJECTED] 1712558938345207126 ('IGM', 'ASK')
[REJECTED] 1712558938345207127 ('IGM', 'BID')
[REJECTED] 1712558938345207128 ('IGM', 'ASK')
[REJECTED] 1712558938345207129 ('BRV', 'BID')
[REJECTED] 1712558938345207130 ('BRV', 'ASK')
[REJECTED] 1712558938345207131 ('BRV', 'BID')
[REJECTED] 1712558938345207132 ('BRV', 'ASK')
[REJECTED] 1712558938345207133 ('BRV', 'BID')
[REJECTED] 1712558938345207134 ('BRV', 'ASK')
1712558938345207112 ('DLO', 'ASK') 10 4398
[REJECTED] 1712558938345207135 ('EPT', 'BID')
[REJECTED] 1712558938345207136 ('EPT', 'ASK')
1712558938345207138 ('DLO', 'ASK') 3 4396
1712558938345207140 ('MKU', 'ASK') 3 4689
[REJECTED] 1712558938345207141 ('IGM', 'BID')
[REJECTED] 1712558938345207142 ('IGM', 'ASK')
[REJECTED] 1712558938345207143 ('BRV', 'BID')
[REJECTED] 1712558938345207144 ('BRV', 'ASK')
[REJECTED] 1712558938345207145 ('SCP', 'BID')
[REJECTED] 1712558938345207146 ('SCP', 'ASK')
[REJECTED] 1712558938345207147 ('JAK', 'BID')
[REJECTED] 1712558938345207148 ('JAK', 'ASK')
[REJECTED] 1712558938345207149 ('JAK', 'BID')
[REJECTED] 1712558938345207150 ('JAK', 'BID')
[REJECTED] 1712558938345207151 ('JAK', 'BID')
[REJECTED] 1712558938345207152 ('JAK', 'BID')
[REJECTED] 1712558938345207153 ('JAK', 'BID')
[REJECTED] 1712558938345207154 ('JAK', 'BID')
[REJECTED] 1712558938345207155 ('JAK', 'BID')
[REJECTED] 1712558938345207156 ('EPT', 'BID')
[REJECTED] 1712558938345207158 ('DLO', 'ASK')
[REJECTED] 1712558938345207160 ('IGM', 'BID')
[REJECTED] 1712558938345207161 ('BRV', 'BID')
[REJECTED] 1712558938345207162 ('BRV', 'ASK')
[REJECTED] 1712558938345207163 ('BRV', 'BID')
[REJECTED] 1712558938345207164 ('BRV', 'ASK')
1712558938345207139 ('MKU', 'BID') 3 4662
1712558938345207159 ('MKU', 'BID') 10 4642
1712558938345207089 ('MKU', 'BID') 3 4637
1712558938345207117 ('MKU', 'BID') 10 4617
1712558938345207114 ('DLO', 'ASK') 10 4418
[REJECTED] 1712558938345207165 ('EPT', 'BID')
[REJECTED] 1712558938345207166 ('EPT', 'ASK')
1712558938345207168 ('DLO', 'ASK') 3 4425
1712558938345207169 ('MKU', 'BID') 3 4600
[REJECTED] 1712558938345207171 ('IGM', 'BID')
[REJECTED] 1712558938345207172 ('IGM', 'ASK')
[REJECTED] 1712558938345207173 ('BRV', 'BID')
[REJECTED] 1712558938345207174 ('BRV', 'ASK')
[REJECTED] 1712558938345207175 ('SCP', 'BID')
[REJECTED] 1712558938345207176 ('SCP', 'ASK')
[REJECTED] 1712558938345207177 ('JAK', 'BID')
[REJECTED] 1712558938345207178 ('JAK', 'ASK')
[REJECTED] 1712558938345207179 ('JAK', 'BID')
[REJECTED] 1712558938345207180 ('JAK', 'BID')
[REJECTED] 1712558938345207181 ('JAK', 'BID')
[REJECTED] 1712558938345207182 ('JAK', 'BID')
1712558938345207119 ('MKU', 'BID') 10 4597
1712558938345207121 ('MKU', 'BID') 10 4577
[REJECTED] 1712558938345207183 ('JAK', 'BID')
[REJECTED] 1712558938345207184 ('JAK', 'BID')
1712558938345207116 ('DLO', 'ASK') 10 4438
[REJECTED] 1712558938345207185 ('EPT', 'BID')
[REJECTED] 1712558938345207186 ('EPT', 'ASK')
1712558938345207188 ('DLO', 'ASK') 3 4456
1712558938345207189 ('MKU', 'BID') 3 4609
[REJECTED] 1712558938345207191 ('IGM', 'BID')
[REJECTED] 1712558938345207192 ('IGM', 'ASK')
[REJECTED] 1712558938345207193 ('BRV', 'BID')
[REJECTED] 1712558938345207194 ('BRV', 'ASK')
[REJECTED] 1712558938345207195 ('SCP', 'BID')
[REJECTED] 1712558938345207196 ('SCP', 'ASK')
[REJECTED] 1712558938345207197 ('JAK', 'BID')
[REJECTED] 1712558938345207198 ('JAK', 'ASK')
[REJECTED] 1712558938345207199 ('JAK', 'BID')
