1712544326226320897 ('EPT', 'ASK') 2 4747
1712544326226320899 ('DLO', 'ASK') 2 4839
1712544326226320901 ('MKU', 'ASK') 2 5061
1712544326226320903 ('IGM', 'ASK') 2 6060
1712544326226320905 ('BRV', 'ASK') 2 5428
1712544326226320906 ('EPT', 'BID') 2 4698
1712544326226320909 ('DLO', 'ASK') 2 4876
1712544326226320910 ('MKU', 'BID') 2 5019
1712544326226320912 ('IGM', 'BID') 2 6068
1712544326226320915 ('BRV', 'ASK') 2 5473
1712544326226320908 ('DLO', 'BID') 2 4871
1712544326226320923 ('EPT', 'ASK') 2 4710
1712544326226320924 ('DLO', 'BID') 2 4853
1712544326226320926 ('MKU', 'BID') 2 4964
1712544326226320930 ('BRV', 'BID') 2 5516
1712544326226320929 ('IGM', 'ASK') 2 6045
1712544326226320907 ('EPT', 'ASK') 2 4714
1712544326226320928 ('IGM', 'BID') 2 6042
1712544326226320941 ('DLO', 'BID') 2 4816
1712544326226320943 ('MKU', 'BID') 2 4919
1712544326226320946 ('IGM', 'ASK') 2 6063
1712544326226320948 ('BRV', 'ASK') 2 5520
1712544326226320945 ('IGM', 'BID') 2 6058
1712544326226320944 ('MKU', 'ASK') 2 4928
1712544326226320942 ('DLO', 'ASK') 2 4826
1712544326226320939 ('EPT', 'BID') 2 4719
1712544326226320947 ('BRV', 'BID') 2 5505
1712544326226320922 ('EPT', 'BID') 2 4706
1712544326226320955 ('EPT', 'BID') 2 4695
1712544326226320958 ('DLO', 'ASK') 2 4844
1712544326226320960 ('MKU', 'ASK') 2 4961
1712544326226320961 ('IGM', 'BID') 2 6016
1712544326226320964 ('BRV', 'ASK') 2 5493
1712544326226320965 ('SCP', 'ASK') 30 5452
1712544326226320965 ('SCP', 'ASK') 40 5451
1712544326226320965 ('SCP', 'ASK') 10 5450
1712544326226320925 ('DLO', 'ASK') 2 4863
1712544326226320959 ('MKU', 'BID') 2 4955
1712544326226320931 ('BRV', 'ASK') 2 5540
1712544326226320989 ('BRV', 'ASK') 2 5547
1712544326226320983 ('DLO', 'ASK') 2 4874
1712544326226320980 ('EPT', 'BID') 2 4669
1712544326226320986 ('IGM', 'BID') 2 5998
1712544326226320984 ('MKU', 'BID') 2 4957
1712544326226320988 ('BRV', 'BID') 2 5536
1712544326226321006 ('DLO', 'ASK') 2 4895
1712544326226321007 ('MKU', 'BID') 2 4929
1712544326226321009 ('IGM', 'BID') 2 5914
1712544326226321011 ('BRV', 'BID') 2 5533
1712544326226321004 ('EPT', 'ASK') 2 4665
1712544326226321028 ('DLO', 'ASK') 2 4940
1712544326226321030 ('MKU', 'ASK') 2 4932
1712544326226321031 ('IGM', 'BID') 2 5805
1712544326226321034 ('BRV', 'ASK') 2 5521
1712544326226321025 ('EPT', 'BID') 2 4667
1712544326226321003 ('EPT', 'BID') 2 4661
1712544326226321012 ('BRV', 'ASK') 2 5545
1712544326226320917 ('JAK', 'ASK') 30 4986
1712544326226320917 ('JAK', 'ASK') 40 4986
1712544326226320921 ('JAK', 'ASK') 30 4990
1712544326226321008 ('MKU', 'ASK') 2 4943
1712544326226321049 ('EPT', 'ASK') 2 4666
1712544326226321051 ('DLO', 'ASK') 2 4987
1712544326226321053 ('MKU', 'ASK') 2 4943
1712544326226321026 ('EPT', 'ASK') 2 4671
1712544326226321054 ('IGM', 'BID') 2 5780
1712544326226321057 ('BRV', 'ASK') 2 5616
1712544326226320981 ('EPT', 'ASK') 2 4673
1712544326226320956 ('EPT', 'ASK') 2 4711
1712544326226320940 ('EPT', 'ASK') 2 4723
1712544326226321073 ('EPT', 'ASK') 2 4722
1712544326226321074 ('DLO', 'BID') 2 4997
1712544326226321078 ('IGM', 'BID') 2 5749
1712544326226321081 ('BRV', 'ASK') 2 5715
1712544326226321077 ('MKU', 'ASK') 2 4960
1712544326226320985 ('MKU', 'ASK') 2 4961
1712544326226321076 ('MKU', 'BID') 2 4956
1712544326226321079 ('IGM', 'ASK') 2 5753
1712544326226321075 ('DLO', 'ASK') 2 5004
1712544326226321052 ('MKU', 'BID') 2 4939
1712544326226321029 ('MKU', 'BID') 2 4930
1712544326226321099 ('MKU', 'BID') 2 4927
1712544326226321102 ('IGM', 'ASK') 2 5777
1712544326226321103 ('BRV', 'BID') 2 5705
1712544326226321098 ('DLO', 'ASK') 2 4993
1712544326226321095 ('EPT', 'BID') 2 4733
1712544326226321100 ('MKU', 'ASK') 2 4942
1712544326226321072 ('EPT', 'BID') 2 4714
1712544326226321055 ('IGM', 'ASK') 2 5801
1712544326226321117 ('EPT', 'BID') 2 4700
1712544326226321120 ('DLO', 'ASK') 2 5044
1712544326226321124 ('IGM', 'ASK') 2 5790
1712544326226321125 ('BRV', 'BID') 2 5711
1712544326226321121 ('MKU', 'BID') 2 4957
1712544326226321080 ('BRV', 'BID') 2 5689
1712544326226321143 ('DLO', 'ASK') 2 5051
1712544326226321145 ('MKU', 'ASK') 2 4955
1712544326226321146 ('IGM', 'BID') 2 5799
1712544326226321148 ('BRV', 'BID') 2 5671
1712544326226321140 ('EPT', 'BID') 2 4690
1712544326226321122 ('MKU', 'ASK') 2 4961
1712544326226321123 ('IGM', 'BID') 2 5784
1712544326226321101 ('IGM', 'BID') 2 5763
1712544326226321048 ('EPT', 'BID') 2 4643
1712544326226321163 ('EPT', 'BID') 2 4644
1712544326226321166 ('DLO', 'ASK') 2 5067
1712544326226321169 ('IGM', 'BID') 2 5733
1712544326226321172 ('BRV', 'ASK') 2 5660
1712544326226321149 ('BRV', 'ASK') 2 5683
1712544326226321126 ('BRV', 'ASK') 2 5717
1712544326226321104 ('BRV', 'ASK') 2 5720
1712544326226321168 ('MKU', 'ASK') 2 4966
1712544326226321165 ('DLO', 'BID') 2 5063
1712544326226321187 ('EPT', 'ASK') 2 4637
1712544326226321191 ('MKU', 'ASK') 2 4975
1712544326226321193 ('IGM', 'ASK') 2 5713
1712544326226321195 ('BRV', 'ASK') 2 5741
1712544326226321189 ('DLO', 'ASK') 2 5074
1712544326226320927 ('MKU', 'ASK') 2 4985
1712544326226320911 ('MKU', 'ASK') 2 5040
1712544326226321164 ('EPT', 'ASK') 2 4666
1712544326226321211 ('EPT', 'ASK') 2 4667
1712544326226321213 ('DLO', 'ASK') 2 5100
1712544326226321215 ('MKU', 'ASK') 2 4995
1712544326226321219 ('BRV', 'ASK') 2 5767
1712544326226321217 ('IGM', 'ASK') 2 5721
1712544326226321210 ('EPT', 'BID') 2 4665
1712544326226321170 ('IGM', 'ASK') 2 5749
1712544326226321238 ('EPT', 'BID') 2 4657
1712544326226321243 ('MKU', 'ASK') 2 5069
1712544326226321245 ('IGM', 'ASK') 2 5749
1712544326226321247 ('BRV', 'ASK') 2 5807
1712544326226321240 ('DLO', 'BID') 2 5121
1712544326226321265 ('EPT', 'ASK') 2 4653
1712544326226321266 ('DLO', 'BID') 2 5119
1712544326226321269 ('MKU', 'ASK') 2 5119
1712544326226321271 ('IGM', 'ASK') 2 5804
1712544326226321273 ('BRV', 'ASK') 2 5866
1712544326226321147 ('IGM', 'ASK') 2 5806
1712544326226321270 ('IGM', 'BID') 2 5789
1712544326226321296 ('IGM', 'BID') 2 5766
1712544326226321299 ('BRV', 'ASK') 2 5924
1712544326226321295 ('MKU', 'ASK') 2 5131
1712544326226321291 ('EPT', 'ASK') 2 4662
1712544326226321239 ('EPT', 'ASK') 2 4667
1712544326226321298 ('BRV', 'BID') 2 5908
1712544326226321292 ('DLO', 'BID') 2 5111
1712544326226321294 ('MKU', 'BID') 2 5127
1712544326226321319 ('IGM', 'ASK') 2 5762
1712544326226321320 ('BRV', 'BID') 2 5876
1712544326226321272 ('BRV', 'BID') 2 5840
1712544326226321313 ('EPT', 'ASK') 2 4666
1712544326226321297 ('IGM', 'ASK') 2 5782
1712544326226321315 ('DLO', 'ASK') 2 5111
1712544326226321316 ('MKU', 'BID') 2 5134
1712544326226321268 ('MKU', 'BID') 2 5103
1712544326226321335 ('EPT', 'ASK') 2 4678
1712544326226321337 ('DLO', 'ASK') 2 5114
1712544326226321338 ('MKU', 'BID') 2 5106
1712544326226321340 ('IGM', 'BID') 2 5789
1712544326226321343 ('BRV', 'ASK') 2 5832
1712544326226321293 ('DLO', 'ASK') 2 5115
1712544326226321267 ('DLO', 'ASK') 2 5123
1712544326226321241 ('DLO', 'ASK') 2 5125
1712544326226321342 ('BRV', 'BID') 2 5827
1712544326226321246 ('BRV', 'BID') 2 5802
1712544326226321341 ('IGM', 'ASK') 2 5796
1712544326226321032 ('IGM', 'ASK') 2 5826
1712544326226321361 ('MKU', 'ASK') 2 5096
1712544326226321363 ('IGM', 'ASK') 2 5825
1712544326226321364 ('BRV', 'BID') 2 5813
1712544326226321359 ('DLO', 'ASK') 2 5126
1712544326226321356 ('EPT', 'BID') 2 4687
1712544326226321382 ('DLO', 'ASK') 2 5157
1712544326226321386 ('IGM', 'ASK') 2 5891
1712544326226321379 ('EPT', 'BID') 2 4684
1712544326226321384 ('MKU', 'ASK') 2 5113
1712544326226321388 ('BRV', 'ASK') 2 5797
1712544326226321339 ('MKU', 'ASK') 2 5130
1712544326226321385 ('IGM', 'BID') 2 5877
1712544326226321365 ('BRV', 'ASK') 2 5826
1712544326226321334 ('EPT', 'BID') 2 4672
1712544326226321317 ('MKU', 'ASK') 2 5145
1712544326226321312 ('EPT', 'BID') 2 4662
1712544326226321381 ('DLO', 'BID') 2 5146
1712544326226321290 ('EPT', 'BID') 2 4658
1712544326226321402 ('EPT', 'BID') 2 4657
1712544326226321407 ('MKU', 'ASK') 2 5164
1712544326226321408 ('IGM', 'BID') 2 5863
1712544326226321411 ('BRV', 'ASK') 2 5856
1712544326226321405 ('DLO', 'ASK') 2 5154
1712544326226321264 ('EPT', 'BID') 2 4647
1712544326226321422 ('DLO', 'ASK') 2 5179
1712544326226321423 ('MKU', 'BID') 2 5169
1712544326226321426 ('IGM', 'ASK') 2 5838
1712544326226321428 ('BRV', 'ASK') 2 5869
1712544326226321420 ('EPT', 'ASK') 2 4646
1712544326226321406 ('MKU', 'BID') 2 5154
1712544326226321403 ('EPT', 'ASK') 2 4664
1712544326226321439 ('EPT', 'ASK') 2 4666
1712544326226321442 ('MKU', 'BID') 2 5119
1712544326226321380 ('EPT', 'ASK') 2 4688
1712544326226321357 ('EPT', 'ASK') 2 4691
1712544326226321441 ('DLO', 'ASK') 2 5203
1712544326226321383 ('MKU', 'BID') 2 5109
1712544326226321447 ('BRV', 'ASK') 2 5886
1712544326226321445 ('IGM', 'ASK') 2 5856
1712544326226321321 ('BRV', 'ASK') 2 5899
1712544326226321409 ('IGM', 'ASK') 2 5890
1712544326226321460 ('MKU', 'ASK') 2 5126
1712544326226321462 ('IGM', 'ASK') 2 5904
1712544326226321464 ('BRV', 'ASK') 2 5923
1712544326226321455 ('EPT', 'BID') 2 4684
1712544326226321458 ('DLO', 'ASK') 2 5203
1712544326226321459 ('MKU', 'BID') 2 5119
1712544326226321473 ('EPT', 'ASK') 2 4678
1712544326226321475 ('DLO', 'ASK') 2 5230
1712544326226321476 ('MKU', 'BID') 2 5126
1712544326226321479 ('IGM', 'ASK') 2 5909
1712544326226321481 ('BRV', 'ASK') 2 5919
1712544326226321480 ('BRV', 'BID') 2 5915
1712544326226321463 ('BRV', 'BID') 2 5913
1712544326226321360 ('MKU', 'BID') 2 5084
1712544326226321488 ('EPT', 'BID') 2 4680
1712544326226321492 ('MKU', 'BID') 2 5079
1712544326226321496 ('BRV', 'BID') 2 5902
1712544326226321495 ('IGM', 'ASK') 2 5940
1712544326226321490 ('DLO', 'BID') 2 5260
1712544326226321242 ('MKU', 'BID') 2 5057
1712544326226321472 ('EPT', 'BID') 2 4674
1712544326226321446 ('BRV', 'BID') 2 5882
1712544326226321427 ('BRV', 'BID') 2 5858
1712544326226321410 ('BRV', 'BID') 2 5851
1712544326226321494 ('IGM', 'BID') 2 5936
1712544326226321504 ('EPT', 'BID') 2 4661
1712544326226321508 ('MKU', 'BID') 2 5045
1712544326226321510 ('IGM', 'BID') 2 5935
1712544326226321512 ('BRV', 'BID') 2 5868
1712544326226321438 ('EPT', 'BID') 2 4660
1712544326226321507 ('DLO', 'ASK') 2 5250
1712544326226321509 ('MKU', 'ASK') 2 5049
1712544326226321511 ('IGM', 'ASK') 2 5940
1712544326226321010 ('IGM', 'ASK') 2 5953
1712544326226321419 ('EPT', 'BID') 2 4643
1712544326226321520 ('EPT', 'BID') 2 4640
1712544326226321525 ('MKU', 'ASK') 2 5092
1712544326226321527 ('IGM', 'ASK') 2 5981
1712544326226321528 ('BRV', 'BID') 2 5830
1712544326226321493 ('MKU', 'ASK') 2 5097
1712544326226321526 ('IGM', 'BID') 2 5967
1712544326226320987 ('IGM', 'ASK') 2 6002
1712544326226321523 ('DLO', 'ASK') 2 5255
1712544326226321491 ('DLO', 'ASK') 2 5264
1712544326226321540 ('DLO', 'ASK') 2 5260
1712544326226321542 ('MKU', 'ASK') 2 5122
1712544326226321544 ('IGM', 'ASK') 2 5967
1712544326226321545 ('BRV', 'BID') 2 5828
1712544326226321387 ('BRV', 'BID') 2 5793
1712544326226321537 ('EPT', 'BID') 2 4634
1712544326226321186 ('EPT', 'BID') 2 4634
1712544326226321541 ('MKU', 'BID') 2 5117
1712544326226321553 ('EPT', 'BID') 2 4617
1712544326226321556 ('DLO', 'ASK') 2 5282
1712544326226321559 ('IGM', 'BID') 2 6016
1712544326226321561 ('BRV', 'BID') 2 5815
1712544326226321557 ('MKU', 'BID') 2 5131
1712544326226321218 ('BRV', 'BID') 2 5754
1712544326226321572 ('DLO', 'ASK') 2 5312
1712544326226321573 ('MKU', 'BID') 2 5108
1712544326226321575 ('IGM', 'BID') 2 5957
1712544326226321577 ('BRV', 'BID') 2 5749
1712544326226321569 ('EPT', 'BID') 2 4597
1712544326226321571 ('DLO', 'BID') 2 5301
1712544326226321555 ('DLO', 'BID') 2 5278
1712544326226321576 ('IGM', 'ASK') 2 5973
1712544326226321574 ('MKU', 'ASK') 2 5115
1712544326226321558 ('MKU', 'ASK') 2 5133
1712544326226321578 ('BRV', 'ASK') 2 5770
1712544326226321588 ('EPT', 'BID') 2 4580
1712544326226321590 ('DLO', 'BID') 2 5280
1712544326226321593 ('MKU', 'ASK') 2 5129
1712544326226321595 ('IGM', 'ASK') 2 6021
1712544326226321598 ('SCP', 'BID') 30 5453
1712544326226321599 ('SCP', 'BID') 40 5454
1712544326226321600 ('SCP', 'BID') 50 5455
1712544326226321600 ('SCP', 'BID') 30 5456
1712544326226321596 ('BRV', 'BID') 2 5772
1712544326226321560 ('IGM', 'ASK') 2 6026
1712544326226320962 ('IGM', 'ASK') 2 6032
1712544326226321443 ('MKU', 'ASK') 2 5134
1712544326226321477 ('MKU', 'ASK') 2 5134
1712544326226321194 ('BRV', 'BID') 2 5709
1712544326226321610 ('EPT', 'BID') 2 4536
1712544326226321613 ('DLO', 'ASK') 2 5282
1712544326226321615 ('MKU', 'ASK') 2 5143
1712544326226321618 ('BRV', 'BID') 2 5701
1712544326226321620 ('SCP', 'BID') 30 5414
1712544326226321617 ('IGM', 'ASK') 2 6047
1712544326226321591 ('DLO', 'ASK') 2 5286
1712544326226321636 ('DLO', 'BID') 2 5281
1712544326226321638 ('MKU', 'BID') 2 5142
1712544326226321641 ('IGM', 'ASK') 2 6060
1712544326226321612 ('DLO', 'BID') 2 5278
1712544326226321642 ('BRV', 'BID') 2 5670
1712544326226321657 ('EPT', 'ASK') 2 4527
1712544326226321658 ('DLO', 'BID') 2 5265
1712544326226321663 ('IGM', 'ASK') 2 6076
1712544326226320913 ('IGM', 'ASK') 2 6079
1712544326226321660 ('MKU', 'BID') 2 5136
1712544326226321661 ('MKU', 'ASK') 2 5140
1712544326226321665 ('BRV', 'ASK') 2 5664
1712544326226321614 ('MKU', 'BID') 2 5132
1712544326226321643 ('BRV', 'ASK') 2 5674
1712544326226321592 ('MKU', 'BID') 2 5124
1712544326226321679 ('EPT', 'ASK') 2 4550
1712544326226321683 ('MKU', 'ASK') 2 5136
1712544326226321685 ('IGM', 'ASK') 2 6176
1712544326226321678 ('EPT', 'BID') 2 4542
1712544326226321687 ('BRV', 'ASK') 2 5676
1712544326226321635 ('EPT', 'ASK') 2 4556
1712544326226321611 ('EPT', 'ASK') 2 4557
1712544326226321686 ('BRV', 'BID') 2 5672
1712544326226321664 ('BRV', 'BID') 2 5660
1712544326226321171 ('BRV', 'BID') 2 5656
1712544326226321701 ('EPT', 'BID') 2 4528
1712544326226321709 ('BRV', 'BID') 2 5618
1712544326226321705 ('MKU', 'BID') 2 5147
1712544326226321703 ('DLO', 'BID') 2 5256
1712544326226321680 ('DLO', 'BID') 2 5256
1712544326226321656 ('EPT', 'BID') 2 4521
1712544326226321710 ('BRV', 'ASK') 2 5650
1712544326226321539 ('DLO', 'BID') 2 5252
1712544326226321522 ('DLO', 'BID') 2 5251
1712544326226321634 ('EPT', 'BID') 2 4505
1712544326226321506 ('DLO', 'BID') 2 5246
1712544326226321708 ('IGM', 'ASK') 2 6205
1712544326226321726 ('EPT', 'BID') 2 4509
1712544326226321728 ('DLO', 'BID') 2 5239
1712544326226321733 ('IGM', 'ASK') 2 6210
1712544326226321735 ('BRV', 'ASK') 2 5718
1712544326226321731 ('MKU', 'ASK') 2 5135
1712544326226321619 ('BRV', 'ASK') 2 5721
1712544326226321706 ('MKU', 'ASK') 2 5149
1712544326226321639 ('MKU', 'ASK') 2 5150
1712544326226321424 ('MKU', 'ASK') 2 5174
1712544326226321729 ('DLO', 'ASK') 2 5245
1712544326226321749 ('EPT', 'ASK') 2 4513
1712544326226321751 ('DLO', 'ASK') 2 5250
1712544326226321753 ('MKU', 'ASK') 2 5207
1712544326226321754 ('IGM', 'BID') 2 6227
1712544326226321727 ('EPT', 'ASK') 2 4514
1712544326226321704 ('DLO', 'ASK') 2 5259
1712544326226321681 ('DLO', 'ASK') 2 5260
1712544326226321756 ('BRV', 'BID') 2 5728
1712544326226321734 ('BRV', 'BID') 2 5700
1712544326226321755 ('IGM', 'ASK') 2 6237
1712544326226321771 ('EPT', 'BID') 2 4519
