1712550215510361601 ('EPT', 'ASK') 2 4763
1712550215510361603 ('DLO', 'ASK') 2 4949
1712550215510361605 ('MKU', 'ASK') 2 5131
1712550215510361607 ('IGM', 'ASK') 2 5616
1712550215510361609 ('BRV', 'ASK') 2 5427
1712550215510361611 ('EPT', 'ASK') 10 4763
1712550215510361613 ('EPT', 'ASK') 10 4763
1712550215510361615 ('EPT', 'ASK') 8 4763
1712550215510361615 ('EPT', 'ASK') 2 4762
1712550215510361617 ('DLO', 'ASK') 10 4949
1712550215510361619 ('DLO', 'ASK') 10 4949
1712550215510361621 ('DLO', 'ASK') 8 4949
1712550215510361621 ('DLO', 'ASK') 2 4948
1712550215510361623 ('MKU', 'ASK') 10 5131
1712550215510361625 ('MKU', 'ASK') 10 5131
1712550215510361627 ('MKU', 'ASK') 8 5131
1712550215510361627 ('MKU', 'ASK') 2 5130
1712550215510361629 ('IGM', 'ASK') 10 5616
1712550215510361631 ('IGM', 'ASK') 10 5616
1712550215510361633 ('IGM', 'ASK') 8 5616
1712550215510361633 ('IGM', 'ASK') 2 5615
1712550215510361635 ('BRV', 'ASK') 10 5427
1712550215510361637 ('BRV', 'ASK') 10 5427
1712550215510361639 ('BRV', 'ASK') 8 5427
1712550215510361639 ('BRV', 'ASK') 2 5426
1712550215510361641 ('EPT', 'ASK') 2 4778
1712550215510361642 ('DLO', 'BID') 2 4944
1712550215510361644 ('MKU', 'BID') 2 5110
1712550215510361646 ('IGM', 'BID') 2 5623
1712550215510361648 ('BRV', 'BID') 2 5428
1712550215510361649 ('BRV', 'ASK') 2 5434
1712550215510361662 ('MKU', 'BID') 10 5114
1712550215510361656 ('DLO', 'BID') 10 4932
1712550215510361651 ('EPT', 'ASK') 10 4789
1712550215510361668 ('IGM', 'BID') 10 5607
1712550215510361670 ('IGM', 'BID') 10 5587
1712550215510361672 ('IGM', 'BID') 10 5567
1712550215510361664 ('MKU', 'BID') 10 5097
1712550215510361653 ('EPT', 'ASK') 10 4809
1712550215510361666 ('MKU', 'BID') 10 5077
1712550215510361674 ('BRV', 'BID') 10 5410
1712550215510361676 ('BRV', 'BID') 10 5390
1712550215510361658 ('DLO', 'BID') 10 4912
1712550215510361681 ('EPT', 'ASK') 2 4804
1712550215510361682 ('DLO', 'BID') 2 4928
1712550215510361684 ('MKU', 'BID') 2 5067
1712550215510361686 ('IGM', 'BID') 2 5525
1712550215510361688 ('BRV', 'BID') 2 5386
1712550215510361691 ('EPT', 'ASK') 10 4804
1712550215510361694 ('MKU', 'BID') 10 5064
1712550215510361696 ('IGM', 'BID') 10 5518
1712550215510361689 ('BRV', 'ASK') 2 5398
1712550215510361699 ('BRV', 'ASK') 10 5418
1712550215510361700 ('EPT', 'BID') 2 4821
1712550215510361692 ('DLO', 'BID') 2 4930
1712550215510361703 ('DLO', 'ASK') 2 4930
1712550215510361704 ('MKU', 'BID') 2 5048
1712550215510361706 ('IGM', 'BID') 2 5469
1712550215510361709 ('BRV', 'ASK') 2 5428
1712550215510361710 ('SCP', 'BID') 30 5241
1712550215510361711 ('SCP', 'BID') 40 5242
1712550215510361717 ('MKU', 'BID') 10 5048
1712550215510361720 ('IGM', 'BID') 10 5468
1712550215510361722 ('IGM', 'BID') 10 5468
1712550215510361692 ('DLO', 'BID') 8 4930
1712550215510361719 ('MKU', 'BID') 10 5039
1712550215510361675 ('BRV', 'ASK') 10 5454
1712550215510361677 ('BRV', 'ASK') 10 5474
1712550215510361679 ('BRV', 'ASK') 10 5494
1712550215510361727 ('DLO', 'BID') 2 4924
1712550215510361729 ('MKU', 'BID') 2 5028
1712550215510361731 ('IGM', 'BID') 2 5428
1712550215510361728 ('DLO', 'ASK') 2 4933
1712550215510361734 ('BRV', 'ASK') 2 5652
1712550215510361735 ('JAK', 'ASK') 30 4972
1712550215510361735 ('JAK', 'ASK') 40 4971
1712550215510361735 ('JAK', 'ASK') 30 4970
1712550215510361743 ('IGM', 'BID') 10 5428
1712550215510361730 ('MKU', 'ASK') 2 5051
1712550215510361725 ('EPT', 'BID') 2 4809
1712550215510361713 ('EPT', 'BID') 10 4809
1712550215510361683 ('DLO', 'ASK') 2 4954
1712550215510361643 ('DLO', 'ASK') 2 4956
1712550215510361745 ('EPT', 'BID') 2 4780
1712550215510361748 ('DLO', 'ASK') 2 4950
1712550215510361751 ('IGM', 'BID') 2 5376
1712550215510361754 ('BRV', 'ASK') 2 5704
1712550215510361772 ('BRV', 'ASK') 10 5707
1712550215510361742 ('MKU', 'BID') 10 5027
1712550215510361680 ('EPT', 'BID') 2 4775
1712550215510361749 ('MKU', 'BID') 2 5012
1712550215510361755 ('SCP', 'BID') 30 5279
1712550215510361753 ('BRV', 'BID') 2 5555
1712550215510361771 ('BRV', 'BID') 10 5535
1712550215510361773 ('BRV', 'BID') 10 5515
1712550215510361774 ('EPT', 'BID') 2 4797
1712550215510361777 ('DLO', 'ASK') 2 4925
1712550215510361778 ('MKU', 'BID') 2 5001
1712550215510361780 ('IGM', 'BID') 2 5336
1712550215510361782 ('BRV', 'BID') 2 5525
1712550215510361798 ('EPT', 'BID') 2 4770
1712550215510361800 ('DLO', 'BID') 2 4925
1712550215510361802 ('MKU', 'BID') 2 4961
1712550215510361806 ('BRV', 'BID') 2 5511
1712550215510361640 ('EPT', 'BID') 2 4765
1712550215510361690 ('EPT', 'BID') 10 4755
1712550215510361650 ('EPT', 'BID') 10 4745
1712550215510361801 ('DLO', 'ASK') 2 4939
1712550215510361821 ('EPT', 'BID') 2 4730
1712550215510361823 ('DLO', 'BID') 2 4947
1712550215510361825 ('MKU', 'BID') 2 4947
1712550215510361827 ('IGM', 'BID') 2 5353
1712550215510361829 ('BRV', 'BID') 2 5480
1712550215510361834 ('EPT', 'BID') 10 4730
1712550215510361836 ('BRV', 'BID') 10 5480
1712550215510361828 ('IGM', 'ASK') 2 5364
1712550215510361805 ('IGM', 'ASK') 2 5403
1712550215510361781 ('IGM', 'ASK') 2 5422
1712550215510361652 ('EPT', 'BID') 10 4725
1712550215510361654 ('EPT', 'BID') 10 4705
1712550215510361752 ('IGM', 'ASK') 2 5451
1712550215510361732 ('IGM', 'ASK') 2 5474
1712550215510361824 ('DLO', 'ASK') 2 4961
1712550215510361837 ('EPT', 'BID') 2 4704
1712550215510361841 ('MKU', 'BID') 2 4945
1712550215510361844 ('IGM', 'ASK') 2 5444
1712550215510361846 ('BRV', 'ASK') 2 5530
1712550215510361855 ('EPT', 'BID') 2 4726
1712550215510361859 ('MKU', 'BID') 2 4866
1712550215510361862 ('IGM', 'ASK') 2 5434
1712550215510361864 ('BRV', 'ASK') 2 5583
1712550215510361869 ('EPT', 'ASK') 2 4745
1712550215510361872 ('MKU', 'BID') 2 4857
1712550215510361877 ('BRV', 'ASK') 2 5628
1712550215510361886 ('EPT', 'ASK') 10 4748
1712550215510361856 ('EPT', 'ASK') 2 4769
1712550215510361822 ('EPT', 'ASK') 2 4776
1712550215510361783 ('BRV', 'ASK') 2 5652
1712550215510361874 ('IGM', 'BID') 2 5364
1712550215510361807 ('BRV', 'ASK') 2 5691
1712550215510361861 ('IGM', 'BID') 2 5345
1712550215510361890 ('EPT', 'ASK') 2 4784
1712550215510361895 ('IGM', 'BID') 2 5338
1712550215510361898 ('BRV', 'ASK') 2 5707
1712550215510361900 ('EPT', 'ASK') 10 4784
1712550215510361843 ('IGM', 'BID') 2 5331
1712550215510361808 ('SCP', 'ASK') 30 5315
1712550215510361830 ('BRV', 'ASK') 2 5721
1712550215510361808 ('SCP', 'ASK') 30 5315
1712550215510361808 ('SCP', 'ASK') 20 5315
1712550215510361839 ('DLO', 'BID') 2 4927
1712550215510361838 ('EPT', 'ASK') 2 4795
1712550215510361902 ('EPT', 'ASK') 2 4783
1712550215510361903 ('DLO', 'BID') 2 4934
1712550215510361907 ('IGM', 'BID') 2 5292
1712550215510361910 ('BRV', 'ASK') 2 5816
1712550215510361912 ('EPT', 'ASK') 2 4803
1712550215510361920 ('BRV', 'ASK') 2 5843
1712550215510361921 ('SCP', 'ASK') 30 5363
1712550215510361921 ('SCP', 'ASK') 50 5363
1712550215510361926 ('SCP', 'ASK') 30 5363
1712550215510361926 ('SCP', 'ASK') 10 5362
1712550215510361917 ('IGM', 'BID') 2 5349
1712550215510361799 ('EPT', 'ASK') 2 4812
1712550215510361944 ('IGM', 'BID') 2 5290
1712550215510361963 ('EPT', 'BID') 2 4788
1712550215510361969 ('IGM', 'BID') 2 5273
1712550215510361904 ('DLO', 'ASK') 2 4965
1712550215510361693 ('DLO', 'ASK') 10 4974
1712550215510361657 ('DLO', 'ASK') 10 4976
1712550215510361964 ('EPT', 'ASK') 2 4807
1712550215510361982 ('DLO', 'ASK') 2 4968
1712550215510361746 ('EPT', 'ASK') 2 4815
1712550215510361979 ('EPT', 'BID') 2 4810
1712550215510361996 ('EPT', 'BID') 2 4780
1712550215510361999 ('DLO', 'ASK') 2 4977
1712550215510361659 ('DLO', 'ASK') 10 4996
1712550215510362008 ('EPT', 'BID') 2 4788
1712550215510361997 ('EPT', 'ASK') 2 4788
1712550215510362011 ('DLO', 'ASK') 2 5003
1712550215510362009 ('EPT', 'ASK') 2 4796
1712550215510361661 ('DLO', 'ASK') 10 5016
1712550215510362025 ('EPT', 'BID') 2 4808
1712550215510362028 ('DLO', 'ASK') 2 5014
1712550215510362042 ('DLO', 'ASK') 10 5014
1712550215510362026 ('EPT', 'ASK') 2 4814
1712550215510361775 ('EPT', 'ASK') 2 4828
1712550215510361655 ('EPT', 'ASK') 10 4829
1712550215510361701 ('EPT', 'ASK') 2 4832
1712550215510362044 ('EPT', 'ASK') 2 4849
1712550215510362046 ('DLO', 'ASK') 2 5022
1712550215510362061 ('EPT', 'ASK') 2 4835
1712550215510362063 ('DLO', 'ASK') 2 4999
1712550215510362078 ('EPT', 'ASK') 2 4834
1712550215510362080 ('DLO', 'ASK') 2 5026
1712550215510362094 ('EPT', 'ASK') 2 4865
1712550215510362096 ('DLO', 'ASK') 2 5047
1712550215510362116 ('DLO', 'ASK') 2 5036
1712550215510362126 ('DLO', 'ASK') 2 5085
1712550215510361970 ('IGM', 'ASK') 2 5329
1712550215510361946 ('BRV', 'BID') 2 5804
1712550215510362171 ('BRV', 'BID') 2 5788
1712550215510361918 ('IGM', 'ASK') 2 5354
1712550215510361873 ('MKU', 'ASK') 2 4954
1712550215510361860 ('MKU', 'ASK') 2 4960
1712550215510362217 ('MKU', 'BID') 2 4888
1712550215510361919 ('BRV', 'BID') 2 5688
1712550215510361908 ('IGM', 'ASK') 2 5396
1712550215510362254 ('BRV', 'BID') 2 5645
1712550215510361909 ('BRV', 'BID') 2 5605
1712550215510362200 ('MKU', 'BID') 2 4866
1712550215510361897 ('BRV', 'BID') 2 5560
1712550215510362270 ('BRV', 'BID') 2 5550
1712550215510361875 ('IGM', 'ASK') 2 5450
1712550215510362286 ('BRV', 'BID') 2 5629
1712550215510362250 ('MKU', 'BID') 2 4838
1712550215510362266 ('MKU', 'BID') 2 4837
1712550215510362293 ('MKU', 'BID') 2 4800
1712550215510361896 ('IGM', 'ASK') 2 5470
1712550215510362093 ('EPT', 'BID') 2 4806
1712550215510362077 ('EPT', 'BID') 2 4799
1712550215510362110 ('EPT', 'BID') 10 4786
